ciudad,redaccion,fecha,temperatura,texto_madrugada,texto_mañana,texto_tarde,texto_noche,icono_madrugada,icono_mañana,icono_tarde,icono_noche
Curicó,Información redactada el día viernes 23 a las 06:02 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Molina,Información redactada el día viernes 23 a las 06:02 hrs.,viernes 23,/30,,"Nubosidad parcial, ocasionalmente nublado variando a despejado",Despejado,Despejado,,parcialalta.png,despejado.png,despejadonoche.png
Molina,Información redactada el día viernes 23 a las 06:02 hrs.,sábado 24,12/35,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Molina,Información redactada el día viernes 23 a las 06:02 hrs.,domingo 25,14/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Molina,Información redactada el día viernes 23 a las 06:02 hrs.,lunes 26,12/28,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,despejadonoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Molina,Información redactada el día viernes 23 a las 06:02 hrs.,martes 27,12/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado","Nubosidad parcial, ocasionalmente nublado",despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Constitución,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/21,,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h,,despejado.png,viento2540.png,viento2540.png
Constitución,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,13/23,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Constitución,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,11/20,Despejado,Despejado,Despejado,Despejado variando a nublado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Constitución,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,12/18,Cubierto,Cubierto,Nublado,Despejado,cubierto.png,cubierto.png,parcial.png,despejadonoche.png
Constitución,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/18,Despejado variando a nublado,Cubierto,Nublado,Cubierto,parcialaltanoche.png,cubierto.png,parcial.png,cubierto.png
Talca,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/30,,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,,viento2540.png,viento2540.png,viento2540.png
Talca,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,11/35,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,Nubosidad parcial,Despejado,viento4060.png,despejado.png,parcialalta.png,despejadonoche.png
Talca,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,15/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Talca,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,13/29,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Talca,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Linares,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/30,,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,,viento2540.png,viento2540.png,viento2540.png
Linares,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,11/35,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,Nubosidad parcial,Despejado,viento4060.png,despejado.png,parcialalta.png,despejadonoche.png
Linares,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,15/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Linares,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,13/29,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Linares,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Cauquenes,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/30,,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,,viento2540.png,viento2540.png,viento2540.png
Cauquenes,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,11/35,Despejado con viento entre 25 y 40 km/h,Despejado,Nubosidad parcial,Despejado,viento2540.png,despejado.png,parcialalta.png,despejadonoche.png
Cauquenes,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,15/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Cauquenes,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,13/29,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Cauquenes,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Parral,Información redactada el día viernes 23 a las 08:20 hrs.,viernes 23,/30,,Despejado variando a nubosidad parcial con viento entre 25 y 40 km/h,Nubosidad parcial variando a despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h,,viento2540.png,parcialalta.png,viento2540.png
Parral,Información redactada el día viernes 23 a las 08:20 hrs.,sábado 24,11/35,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,Nubosidad parcial,Despejado,viento4060.png,despejado.png,parcialalta.png,despejadonoche.png
Parral,Información redactada el día viernes 23 a las 08:20 hrs.,domingo 25,15/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Parral,Información redactada el día viernes 23 a las 08:20 hrs.,lunes 26,13/29,Despejado variando a nubosidad parcial,Nublado variando a despejado,Nubosidad parcial,Nubosidad parcial,pocasnubesnoche.png,parcial.png,parcialalta.png,parcialaltanoche.png
Parral,Información redactada el día viernes 23 a las 08:20 hrs.,martes 27,13/30,Despejado,Despejado,"Nubosidad parcial, ocasionalmente nublado",Nubosidad parcial,despejadonoche.png,despejado.png,parcialalta.png,parcialaltanoche.png
Cobquecura,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/20,,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento2540.png,viento2540.png
Cobquecura,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,12/27,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,viento2540.png,viento4060.png,viento4060.png,viento2540.png
Cobquecura,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,18/24,Despejado con viento entre 25 y 40 km/h,Despejado,Despejado,Nublado,viento2540.png,despejado.png,despejado.png,parcialnoche.png
Cobquecura,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,13/17,Cubierto,Cubierto,Nublado,Cubierto,cubierto.png,cubierto.png,parcial.png,cubierto.png
Cobquecura,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/19,Cubierto,Cubierto,Nublado variando a despejado,Despejado,cubierto.png,cubierto.png,parcial.png,despejadonoche.png
San Carlos,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/25,,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento4060.png,viento4060.png
San Carlos,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,11/36,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,viento2540.png,viento2540.png,viento2540.png,viento2540.png
San Carlos,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,17/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
San Carlos,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,14/28,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado,Despejado,despejadonoche.png,parcial.png,despejado.png,despejadonoche.png
San Carlos,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/28,Despejado,Despejado,Despejado,Nubosidad parcial,despejadonoche.png,despejado.png,despejado.png,parcialaltanoche.png
Chillán,Información redactada el día viernes 23 a las 05:19 hrs.,viernes 23,/25,,Despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento4060.png,viento4060.png
Chillán,Información redactada el día viernes 23 a las 05:19 hrs.,sábado 24,11/36,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,viento2540.png,viento2540.png,viento2540.png,viento2540.png
Chillán,Información redactada el día viernes 23 a las 05:19 hrs.,domingo 25,17/34,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Chillán,Información redactada el día viernes 23 a las 05:19 hrs.,lunes 26,14/28,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado,Despejado,despejadonoche.png,parcial.png,despejado.png,despejadonoche.png
Chillán,Información redactada el día viernes 23 a las 05:19 hrs.,martes 27,13/28,Despejado,Despejado,Despejado,Nubosidad parcial,despejadonoche.png,despejado.png,despejado.png,parcialaltanoche.png
Concepción,Información redactada el día viernes 23 a las 08:16 hrs.,viernes 23,/21,,"Nubosidad parcial, ocasionalmente nublado variando a despejado con viento entre 25 y 40 km/h",Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento2540.png,viento2540.png
Concepción,Información redactada el día viernes 23 a las 08:16 hrs.,sábado 24,12/28,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,viento2540.png,viento4060.png,viento2540.png,viento2540.png
Concepción,Información redactada el día viernes 23 a las 08:16 hrs.,domingo 25,19/25,Despejado con viento entre 25 y 40 km/h,Despejado,Despejado variando a nublado,Cubierto,viento2540.png,despejado.png,despejado.png,cubierto.png
Concepción,Información redactada el día viernes 23 a las 08:16 hrs.,lunes 26,13/17,Cubierto,Cubierto,Nublado,Cubierto,cubierto.png,cubierto.png,parcial.png,cubierto.png
Concepción,Información redactada el día viernes 23 a las 08:16 hrs.,martes 27,13/19,Cubierto,Cubierto,Nublado variando a despejado,Despejado,cubierto.png,cubierto.png,parcial.png,despejadonoche.png
Talcahuano,Información redactada el día viernes 23 a las 08:16 hrs.,viernes 23,/21,,"Nubosidad parcial, ocasionalmente nublado variando a despejado con viento entre 25 y 40 km/h",Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento2540.png,viento2540.png
Talcahuano,Información redactada el día viernes 23 a las 08:16 hrs.,sábado 24,12/28,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,viento2540.png,viento4060.png,viento2540.png,viento2540.png
Talcahuano,Información redactada el día viernes 23 a las 08:16 hrs.,domingo 25,19/25,Despejado con viento entre 25 y 40 km/h,Despejado,Despejado variando a nublado,Cubierto,viento2540.png,despejado.png,despejado.png,cubierto.png
Talcahuano,Información redactada el día viernes 23 a las 08:16 hrs.,lunes 26,13/17,Cubierto,Cubierto,Nublado,Cubierto,cubierto.png,cubierto.png,parcial.png,cubierto.png
Talcahuano,Información redactada el día viernes 23 a las 08:16 hrs.,martes 27,13/19,Cubierto,Cubierto,Nublado variando a despejado,Despejado,cubierto.png,cubierto.png,parcial.png,despejadonoche.png
Lota,Información redactada el día viernes 23 a las 08:16 hrs.,viernes 23,/21,,"Nubosidad parcial, ocasionalmente nublado variando a despejado con viento entre 25 y 40 km/h",Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento2540.png,viento2540.png
Lota,Información redactada el día viernes 23 a las 08:16 hrs.,sábado 24,12/28,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,viento2540.png,viento4060.png,viento2540.png,viento2540.png
Lota,Información redactada el día viernes 23 a las 08:16 hrs.,domingo 25,19/25,Despejado con viento entre 25 y 40 km/h,Despejado,Despejado variando a nublado,Cubierto,viento2540.png,despejado.png,despejado.png,cubierto.png
Lota,Información redactada el día viernes 23 a las 08:16 hrs.,lunes 26,13/17,Cubierto,Cubierto,Nublado,Cubierto,cubierto.png,cubierto.png,parcial.png,cubierto.png
Lota,Información redactada el día viernes 23 a las 08:16 hrs.,martes 27,13/19,Cubierto,Cubierto,Nublado variando a despejado,Despejado,cubierto.png,cubierto.png,parcial.png,despejadonoche.png
Lebu,Información redactada el día viernes 23 a las 08:16 hrs.,viernes 23,/21,,"Nubosidad parcial, ocasionalmente nublado variando a despejado con viento entre 25 y 40 km/h",Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento2540.png,viento2540.png
Lebu,Información redactada el día viernes 23 a las 08:16 hrs.,sábado 24,12/28,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,viento2540.png,viento4060.png,viento2540.png,viento2540.png
Lebu,Información redactada el día viernes 23 a las 08:16 hrs.,domingo 25,19/25,Despejado con viento entre 25 y 40 km/h,Despejado,Despejado variando a nublado,Cubierto,viento2540.png,despejado.png,despejado.png,cubierto.png
Lebu,Información redactada el día viernes 23 a las 08:16 hrs.,lunes 26,13/17,Cubierto,Cubierto,Nublado,Cubierto,cubierto.png,cubierto.png,parcial.png,cubierto.png
Lebu,Información redactada el día viernes 23 a las 08:16 hrs.,martes 27,13/19,Cubierto,Cubierto,Nublado variando a despejado,Despejado,cubierto.png,cubierto.png,parcial.png,despejadonoche.png
Los Ángeles,Información redactada el día viernes 23 a las 08:16 hrs.,viernes 23,/23,,Nubosidad parcial variando a despejado con viento entre 25 y 40 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,,viento2540.png,viento2540.png,viento2540.png
Los Ángeles,Información redactada el día viernes 23 a las 08:16 hrs.,sábado 24,11/35,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Nubosidad parcial con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 60 km/h,viento2540.png,viento4060.png,viento2540.png,viento2540.png
Los Ángeles,Información redactada el día viernes 23 a las 08:16 hrs.,domingo 25,18/35,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Los Ángeles,Información redactada el día viernes 23 a las 08:16 hrs.,lunes 26,15/27,Despejado variando a nubosidad parcial,Nublado variando a despejado,Despejado,Despejado,despejadonoche.png,parcial.png,despejado.png,despejadonoche.png
Los Ángeles,Información redactada el día viernes 23 a las 08:16 hrs.,martes 27,13/29,Despejado,Despejado,Nubosidad parcial,Despejado,despejadonoche.png,despejado.png,parcialalta.png,despejadonoche.png
Angol,Información redactada el día viernes 23 a las 01:53 hrs.,viernes 23,/23,,Nubosidad parcial,Despejado,Despejado,,parcialalta.png,despejado.png,despejadonoche.png
Angol,Información redactada el día viernes 23 a las 01:53 hrs.,sábado 24,5/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Angol,Información redactada el día viernes 23 a las 01:53 hrs.,domingo 25,12/33,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Angol,Información redactada el día viernes 23 a las 01:53 hrs.,lunes 26,13/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Angol,Información redactada el día viernes 23 a las 01:53 hrs.,martes 27,12/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Temuco,Información redactada el día viernes 23 a las 01:53 hrs.,viernes 23,/22,,Nubosidad parcial,Despejado,Despejado,,parcialalta.png,despejado.png,despejadonoche.png
Temuco,Información redactada el día viernes 23 a las 01:53 hrs.,sábado 24,5/31,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Temuco,Información redactada el día viernes 23 a las 01:53 hrs.,domingo 25,13/32,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Temuco,Información redactada el día viernes 23 a las 01:53 hrs.,lunes 26,12/26,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Temuco,Información redactada el día viernes 23 a las 01:53 hrs.,martes 27,11/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Saavedra,Información redactada el día viernes 23 a las 01:53 hrs.,viernes 23,/16,,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,,parcialalta.png,viento2540.png,viento2540.png
Puerto Saavedra,Información redactada el día viernes 23 a las 01:53 hrs.,sábado 24,7/22,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,viento2540.png,despejado.png,viento2540.png,viento2540.png
Puerto Saavedra,Información redactada el día viernes 23 a las 01:53 hrs.,domingo 25,13/26,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Puerto Saavedra,Información redactada el día viernes 23 a las 01:53 hrs.,lunes 26,14/21,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Puerto Saavedra,Información redactada el día viernes 23 a las 01:53 hrs.,martes 27,12/20,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Villarrica/Pucón,Información redactada el día viernes 23 a las 01:53 hrs.,viernes 23,/19,,Nubosidad parcial,Despejado,Despejado,,parcialalta.png,despejado.png,despejadonoche.png
Villarrica/Pucón,Información redactada el día viernes 23 a las 01:53 hrs.,sábado 24,8/30,Nubosidad parcial,Nubosidad parcial,Despejado,Despejado,parcialaltanoche.png,parcialalta.png,despejado.png,despejadonoche.png
Villarrica/Pucón,Información redactada el día viernes 23 a las 01:53 hrs.,domingo 25,14/31,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado con viento entre 40 y 60 km/h,despejadonoche.png,despejado.png,viento4060.png,viento4060.png
Villarrica/Pucón,Información redactada el día viernes 23 a las 01:53 hrs.,lunes 26,15/29,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Villarrica/Pucón,Información redactada el día viernes 23 a las 01:53 hrs.,martes 27,14/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Panguipulli,Información redactada el día viernes 23 a las 01:53 hrs.,viernes 23,/16,,Nubosidad parcial,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,,parcialalta.png,viento2540.png,despejadonoche.png
Panguipulli,Información redactada el día viernes 23 a las 01:53 hrs.,sábado 24,7/27,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Panguipulli,Información redactada el día viernes 23 a las 01:53 hrs.,domingo 25,10/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Panguipulli,Información redactada el día viernes 23 a las 01:53 hrs.,lunes 26,12/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Panguipulli,Información redactada el día viernes 23 a las 01:53 hrs.,martes 27,10/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Valdivia,Información redactada el día viernes 23 a las 01:54 hrs.,viernes 23,/21,,Nubosidad parcial,Despejado,Despejado,,parcialalta.png,despejado.png,despejadonoche.png
Valdivia,Información redactada el día viernes 23 a las 01:54 hrs.,sábado 24,6/27,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado con viento entre 40 y 60 km/h,despejadonoche.png,despejado.png,viento4060.png,viento4060.png
Valdivia,Información redactada el día viernes 23 a las 01:54 hrs.,domingo 25,12/28,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado,despejadonoche.png,despejado.png,viento4060.png,despejadonoche.png
Valdivia,Información redactada el día viernes 23 a las 01:54 hrs.,lunes 26,14/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Valdivia,Información redactada el día viernes 23 a las 01:54 hrs.,martes 27,11/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Río Bueno,Información redactada el día viernes 23 a las 01:54 hrs.,viernes 23,/20,,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,,parcialalta.png,viento4060.png,despejadonoche.png
Río Bueno,Información redactada el día viernes 23 a las 01:54 hrs.,sábado 24,5/27,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Río Bueno,Información redactada el día viernes 23 a las 01:54 hrs.,domingo 25,11/30,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Río Bueno,Información redactada el día viernes 23 a las 01:54 hrs.,lunes 26,13/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Río Bueno,Información redactada el día viernes 23 a las 01:54 hrs.,martes 27,10/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
La Unión,Información redactada el día viernes 23 a las 01:54 hrs.,viernes 23,/20,,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,,parcialalta.png,viento4060.png,despejadonoche.png
La Unión,Información redactada el día viernes 23 a las 01:54 hrs.,sábado 24,5/27,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
La Unión,Información redactada el día viernes 23 a las 01:54 hrs.,domingo 25,11/30,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
La Unión,Información redactada el día viernes 23 a las 01:54 hrs.,lunes 26,13/28,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
La Unión,Información redactada el día viernes 23 a las 01:54 hrs.,martes 27,10/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Ranco,Información redactada el día viernes 23 a las 01:54 hrs.,viernes 23,/17,,Nubosidad parcial,Despejado con viento entre 40 y 60 km/h,Despejado,,parcialalta.png,viento4060.png,despejadonoche.png
Lago Ranco,Información redactada el día viernes 23 a las 01:54 hrs.,sábado 24,7/28,Despejado,Despejado,Despejado con viento entre 25 y 40 km/h y ráfagas de viento hasta 50 km/h,Despejado,despejadonoche.png,despejado.png,viento2540.png,despejadonoche.png
Lago Ranco,Información redactada el día viernes 23 a las 01:54 hrs.,domingo 25,10/30,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Ranco,Información redactada el día viernes 23 a las 01:54 hrs.,lunes 26,12/27,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Lago Ranco,Información redactada el día viernes 23 a las 01:54 hrs.,martes 27,10/25,Despejado,Despejado,Despejado,Despejado,despejadonoche.png,despejado.png,despejado.png,despejadonoche.png
Osorno,Información redactada el día viernes 23 a las 01:54 hrs.,viernes 23,/19,,Nubosidad parcial,Nubosidad parcial,Nubosidad parcial,,parcialalta.png,parcialalta.png,parcialaltanoche.png
Osorno,Información redactada el día viernes 23 a las 01:54 hrs.,sábado 24,9/26,Despejado,Despejado,Despejado con viento entre 40 y 60 km/h,Despejado,despejadonoche.png,despejado.png,viento4060.png,despejadonoche.png
